sorszam,n1,FNF
2736,Várkonyi,0
2737,Váry,0
2738,Vázsonyi,0
2739,Vécsei,0
2740,Vécsey,0
2741,Vég,1
2742,Végh,0
2743,Vékony,1
2744,Véssei,0
2745,Vétek,1
2746,Vörös,0
2747,Wabrosch,0
2748,Waginger,1
2749,Wagner,89
2750,Wahrmann,1
2751,Waldinger,0
2752,Walter,17
2753,Walthern,0
2754,Waltz,1
2755,Wancsek,0
2756,Wanke,0
2757,Warga,0
2758,Watzek,7
2759,Watzke,0
2760,Wawra,0
2761,Weber,54
2762,Wehner,0
2763,Wehrmann,0
2764,Weichhardt,0
2765,Weichhart,0
2766,Weidinger,7
2767,Weiland,5
2768,Wein,2
2769,Weinber,3
2770,Weinek,0
2771,Weiner,152
2772,Weinszeisz,0
2773,Weinzierl,1
2774,Weisinger,1
2775,Weisz,3605
2776,Wenczl,0
2777,Wendel,0
2778,Wenger,1
2779,Wenhardt,0
2780,Weninger,14
2781,Wenzl,0
2782,Wermer,0
2783,Werner,22
2784,Wester,0
2785,Wesztermayer,1
2786,Wiesner,6
2787,Wigh,0
2788,Wild,6
2789,Wildner,0
2790,Wilheim,33
2791,Willig,0
2792,Wimental,0
2793,Wimmer,7
2794,Windhager,0
2795,Windisch,7
2796,Winhart,0
2797,Winkler,38
2798,Winter,50
2799,Wintner,0
2800,Wippler,2
2801,Wirnhardt,0
2802,Wiskonsky,0
2803,Wiskousky,0
2804,Wiszt,0
2805,Witkovszky,0
2806,Wittenbarth,0
2807,Wittinger,6
2808,Wittkovszky,0
2809,Wittmann,27
2810,Wohl,26
2811,Wojtek,1
2812,Wolf,170
2813,Wolffarl,0
2814,Wolffart,0
2815,Wolfner,2
2816,Wolfram,0
2817,Wossala,0
2818,Wuch,0
2819,Wukassinovits,0
2820,Wurmb,1
2821,Wurmb.,0
2822,Wéber,54
2823,Wénesz,0
2824,Zabutsek,0
2825,Zachar,7
2826,Zachariás,6
2827,Zacharovits,2
2828,Zachár,7
2829,Zacska,0
2830,Zahler,3
2831,Zaitz,0
2832,Zajti,0
2833,Zandler,0
2834,Zaratin,0
2835,Zatopek,0
2836,Zboray,0
2837,Zeibig,0
2838,Zeiger,0
2839,Zeleny,1
2840,Zemán,4
2841,Ziegler,15
2842,Zielbauer,0
2843,Zielinski,0
2844,Ziffer,3
2845,Zilahy,0
2846,Zimmer,16
2847,Zimmermann,18
2848,Zimniermann,0
2849,Zimányi,0
2850,Zlinszky,0
2851,Zmeskall,0
2852,Znavovits,0
2853,Zofáhl,0
2854,Zoltán,0
2855,Zombory,0
2856,Zoványi,0
2857,Zsemlye,3
2858,Zsigmond,3
2859,Zsillé,0
2860,Zsinkó,2
2861,Zsitnyánszky,0
2862,Zsizsó,0
2863,Zsoldos,1
2864,Zsolnai,0
2865,Zsámboki,0
2866,Zuna,0
2867,Zurányi,0
2868,Zuzánszky,0
2869,Záborszky,3
2870,Záhorszky,1
2871,Zák,7
2872,Zámbó,5
2873,Zányi,0
2874,Závodszky,9
2875,Závonyi,0
2876,Zöldváry,0
2877,Prihoda,3
2878,Prihoda,3
2879,lllyefalvi,0
2880,pandurovits,0
2881,pán,1
2882,Adamek,7
2883,Ábrahám,44
2884,Ábrányi,0
2885,Ács,1
2886,Ádám,13
2887,Ádámy,0
2888,Ágoston,0
2889,Ágotay,0
2890,Állaga,0
2891,Ángyán,1
2892,Ányos,0
2893,Ári,0
2894,Árkay,0
2895,Árva,7
2896,Éberling,3
2897,Ébner,6
2898,Éder,6
2899,Édes,0
2900,Éles,0
2901,Éless,0
2902,Éliás,54
2903,Élő,0
2904,Érczhegyi,0
2905,Ész,0
2906,Évinger,1
2907,Ézsöl,0
2908,Író,0
2909,Ózdi,0
2910,Öhler,0
2911,Örsek,0
2912,Örsy,0
2913,Újhelyi,0
2914,Újvári,0
2915,Úrik,0
2916,ünger,0
2917,Őrsy,0
2918,Ősapay,0
